"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Lassen Municipal Utility District","2019","       4.910092","      43.424674","       0.000000","       0.000000","       0.000000","      70.709852","       0.447600","     119.492218"
"Publicly owned utility","Lassen Municipal Utility District","2020","       8.944780","      41.678898","       0.000000","       0.000000","       0.000000","      72.739815","       0.449226","     123.812719"
"Publicly owned utility","Lassen Municipal Utility District","2021","      10.731581","      42.354982","       0.000000","       0.000000","       0.000000","      74.279635","       0.448464","     127.814662"
"Publicly owned utility","Lassen Municipal Utility District","2022","       8.694989","      45.457147","       0.000000","       0.000000","       0.000000","      75.183753","       0.446988","     129.782877"
"Publicly owned utility","Lathrop Irrigation District","2015","       0.064646","       0.565720","       0.029809","       0.000000","       0.066840","       1.435428","       0.000000","       2.162443"
"Publicly owned utility","Lathrop Irrigation District","2016","       0.046072","       0.787360","       0.042118","       0.000000","       0.073604","       3.043253","       0.000000","       3.992407"
"Publicly owned utility","Lathrop Irrigation District","2017","       0.221868","       1.151140","       0.042093","       0.000000","       1.222894","       4.371342","       0.000000","       7.009337"
"Publicly owned utility","Lathrop Irrigation District","2018","       0.055552","       2.462681","       0.000000","       0.000000","       0.730334","       5.420826","       0.230892","       8.900285"
"Publicly owned utility","Lathrop Irrigation District","2019","       0.022417","       1.609756","       0.000000","       0.000000","       1.101861","       8.310163","       0.195399","      11.239596"
"Publicly owned utility","Lathrop Irrigation District","2020","       0.021620","       1.609833","       0.000000","       0.000000","       1.446375","      13.090317","       0.365496","      16.533641"
"Publicly owned utility","Lathrop Irrigation District","2021","       0.024068","       1.810002","       0.000000","       0.000000","       1.798225","      15.568160","       0.262256","      19.462711"
"Publicly owned utility","Lathrop Irrigation District","2022","       0.021781","       2.361774","       0.000000","       0.000000","       6.769136","      20.645713","       0.295140","      30.093544"
"Publicly owned utility","Lodi Electric Utility","2015","       2.993518","     158.559591","      12.352743","      99.607485","      19.446679","     148.852659","       0.014623","     441.827298"
"Publicly owned utility","Lodi Electric Utility","2016","       2.930497","     155.614629","      11.845406","      91.546219","      15.957682","     147.328587","       0.013906","     425.236926"
"Publicly owned utility","Lodi Electric Utility","2017","       2.474518","     154.680935","      11.174379","      93.198876","      12.715411","     154.823667","       0.012451","     429.080237"
"Publicly owned utility","Lodi Electric Utility","2018","       2.575028","     153.042456","      10.961419","      87.124839","      11.829875","     147.801931","       0.013528","     413.349076"
"Publicly owned utility","Lodi Electric Utility","2019","       2.790117","     150.585393","      11.521169","      83.038149","      12.198242","     152.973021","       0.013630","     413.119721"
"Publicly owned utility","Lodi Electric Utility","2020","       3.146710","     145.493342","      11.248304","      88.392958","      12.290520","     168.997366","       0.021743","     429.590943"
"Publicly owned utility","Lodi Electric Utility","2021","       3.836729","     151.922571","      17.501125","      96.317774","      10.492641","     165.889244","       0.036219","     445.996303"
"Publicly owned utility","Lodi Electric Utility","2022","       3.261809","     153.583531","      15.031405","     106.354131","       8.790503","     167.438353","       0.041512","     454.501244"
"Publicly owned utility","Lompoc, City of, Electric Division","2015","       3.861861","      49.920905","       8.979285","      10.026313","       0.539264","      57.050787","       0.057771","     130.436186"
"Publicly owned utility","Lompoc, City of, Electric Division","2016","       3.979407","      45.350765","       9.138019","      10.164796","       0.562723","      59.512299","       0.057771","     128.765780"
"Publicly owned utility","Lompoc, City of, Electric Division","2017","       3.697766","      45.050531","       8.900409","      10.586892","       0.546758","      59.356952","       0.057771","     128.197079"
"Publicly owned utility","Lompoc, City of, Electric Division","2018","       3.611748","      44.355621","       9.248604","      10.934206","       0.507312","      59.145094","       0.057771","     127.860356"
"Publicly owned utility","Lompoc, City of, Electric Division","2019","       3.460870","      41.771342","       8.815426","      10.821439","       0.401060","      59.197723","       0.057771","     124.525631"
"Publicly owned utility","Lompoc, City of, Electric Division","2020","       3.628944","      38.038663","       8.479453","      11.045587","       0.393955","      61.280903","       0.057771","     122.925276"
"Publicly owned utility","Lompoc, City of, Electric Division","2021","       9.560218","      45.881530","       3.442044","       9.027460","       0.275580","      56.647102","       1.392810","     126.226744"
"Publicly owned utility","Lompoc, City of, Electric Division","2022","      11.186830","      49.895059","       2.533223","      10.179356","       0.286900","      56.936414","       1.951084","     132.968866"
"Publicly owned utility","Los Angeles Department of Water and Power","2015","      30.573063","   11489.890729","     992.036527","    2221.437572","     196.433921","    8275.322382","     130.502517","   23336.196711"
"Publicly owned utility","Los Angeles Department of Water and Power","2016","      17.105516","   11648.189717","     944.500511","    2296.226863","     215.530858","    8231.589082","     129.274851","   23482.417398"
"Publicly owned utility","Los Angeles Department of Water and Power","2017","      14.268702","   10956.632565","     906.211820","    2152.455396","     278.520608","    8236.610649","     134.496665","   22679.196405"
"Publicly owned utility","Los Angeles Department of Water and Power","2018","      17.442584","   10856.631183","     916.685175","    1801.500749","     246.292073","    8104.949870","     134.498365","   22077.999999"
"Publicly owned utility","Los Angeles Department of Water and Power","2019","      20.672685","   10658.674158","     899.050391","    1707.596538","     261.986698","    7875.485656","     106.617458","   21530.083584"
"Publicly owned utility","Los Angeles Department of Water and Power","2020","      26.934313","    9445.774490","     870.386539","    1611.066104","     278.090991","    8608.092103","      94.564426","   20934.908966"
"Publicly owned utility","Los Angeles Department of Water and Power","2021","      33.356593","    9672.549507","     943.862439","    1607.126493","     237.732287","    8207.091157","      98.044153","   20799.762629"
"Publicly owned utility","Los Angeles Department of Water and Power","2022","      41.269253","   10352.261464","     852.376272","    1615.416064","     344.696695","    8533.807536","     101.699231","   21841.526515"
"Publicly owned utility","Merced Irrigation District","2015","       3.513703","     190.694237","       4.787041","     207.070857","       1.588504","      55.764516","       1.139644","     464.558502"
"Publicly owned utility","Merced Irrigation District","2016","       4.534907","     185.431843","       5.271270","     205.982984","       1.593424","      55.761094","       1.137648","     459.713170"
"Publicly owned utility","Merced Irrigation District","2017","      10.730091","     178.799700","       3.145474","     258.089483","       0.980381","      59.264733","       1.126596","     512.136458"
"Publicly owned utility","Merced Irrigation District","2018","      11.207522","     175.116251","       2.595381","     258.828071","       1.003966","      56.954655","       1.082175","     506.788021"
"Publicly owned utility","Merced Irrigation District","2019","      10.376855","     173.872138","       2.713006","     256.887279","       0.946475","      53.311060","       1.082175","     499.188988"
"Publicly owned utility","Merced Irrigation District","2020","      12.685326","     165.014806","       2.878945","     254.058768","       1.809446","      76.042079","       1.082175","     513.571545"
"Publicly owned utility","Merced Irrigation District","2021","      12.674424","     164.867827","       3.542257","     250.766501","       0.686083","      81.176013","       0.000000","     513.713105"
"Publicly owned utility","Merced Irrigation District","2022","      15.919369","     177.448289","       3.928263","     245.869713","       0.831390","      82.368291","       0.000000","     526.365315"
"Publicly owned utility","Metropolitan Water District of Southern California","2015","    2354.124298","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2354.124298"
"Publicly owned utility","Metropolitan Water District of Southern California","2016","    1964.743774","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1964.743774"
"Publicly owned utility","Metropolitan Water District of Southern California","2017","    1317.095210","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1317.095210"
"Publicly owned utility","Metropolitan Water District of Southern California","2018","    1709.974819","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1709.974819"
"Publicly owned utility","Metropolitan Water District of Southern California","2019","    1034.480458","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1034.480458"
"Publicly owned utility","Metropolitan Water District of Southern California","2020","    1630.433486","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1630.433486"
"Publicly owned utility","Metropolitan Water District of Southern California","2021","    2107.863928","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2107.863928"
"Publicly owned utility","Metropolitan Water District of Southern California","2022","    2234.884906","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2234.884906"
"Publicly owned utility","Modesto Irrigation District","2015","     103.661654","     716.879843","      56.127186","     687.083236","      41.248081","     857.000000","      14.000000","    2476.000000"
"Publicly owned utility","Modesto Irrigation District","2016","      94.882354","     731.901947","      53.774461","     715.583019","      42.858220","     851.000000","      12.000000","    2502.000001"
"Publicly owned utility","Modesto Irrigation District","2017","     105.896586","     781.718401","      47.864866","     656.628757","      43.700391","     906.928000","      10.629000","    2553.366001"
"Publicly owned utility","Modesto Irrigation District","2018","     127.862343","     831.884612","      38.907005","     524.003613","      51.704428","     895.703000","      10.177000","    2480.242001"
"Publicly owned utility","Modesto Irrigation District","2019","     127.858539","     832.386663","      38.835619","     505.752280","      51.205961","     868.904771","       7.182200","    2432.126033"
"Publicly owned utility","Modesto Irrigation District","2020","     132.642275","     789.415819","      39.878455","     565.874211","      60.051025","     990.162038","       7.146135","    2585.169958"
"Publicly owned utility","Modesto Irrigation District","2021","     146.802319","     807.453637","      45.592071","     559.362902","      52.776144","    1020.224080","       7.260909","    2639.472062"
"Publicly owned utility","Modesto Irrigation District","2022","     157.973472","     810.527789","      47.045388","     552.711231","      54.121141","    1004.254895","       6.958203","    2633.592119"
"Publicly owned utility","Moreno Valley Utilities","2015","       0.179012","      88.225553","       0.696832","      17.900177","      33.768519","      34.819037","       1.456368","     177.045498"
"Publicly owned utility","Moreno Valley Utilities","2016","       0.319041","      87.080935","       1.271083","      23.199000","      34.474000","      35.108982","       0.544000","     181.997041"
"Publicly owned utility","Moreno Valley Utilities","2017","       0.422633","     138.906950","       8.678158","      12.851363","       0.550360","      40.943282","       1.656845","     204.009591"
"Publicly owned utility","Moreno Valley Utilities","2018","       0.438110","     129.437775","       8.379656","      10.829493","       0.371483","      42.065885","       1.771775","     193.294177"
"Publicly owned utility","Moreno Valley Utilities","2019","       0.361928","     124.953463","       8.388354","      17.246859","       0.141824","      40.524420","       1.395819","     193.012667"
"Publicly owned utility","Moreno Valley Utilities","2020","       0.488126","     126.093658","      10.650880","      16.280943","       0.150206","      49.205318","       1.135042","     204.004173"
"Publicly owned utility","Moreno Valley Utilities","2021","       0.422563","     134.218739","      10.982467","      16.923262","       1.451383","      48.917613","       1.117566","     214.033593"
"Publicly owned utility","Moreno Valley Utilities","2022","       0.701788","     136.129919","      10.142892","      15.510291","       1.796718","      48.560859","       1.157769","     214.000236"
"Publicly owned utility","Needles, City of","2015","       0.260997","      24.664486","       4.089422","       0.012057","       0.233936","      25.580000","       2.800000","      57.640898"
"Publicly owned utility","Needles, City of","2016","       0.431326","      24.494908","       4.057719","       0.011662","       0.211531","       5.072967","       1.570625","      35.850738"
"Publicly owned utility","Needles, City of","2017","       0.983841","      25.434938","       3.348687","       0.021866","       0.269223","       5.440170","       5.630710","      41.129435"
"Publicly owned utility","Needles, City of","2018","       5.474260","      23.342431","       4.066324","       0.030986","       0.226112","       4.405573","       7.761097","      45.306783"
"Publicly owned utility","Needles, City of","2019","       5.584699","      22.586026","       3.757433","       0.028673","       0.184218","       5.007947","       9.809992","      46.958988"
"Publicly owned utility","Needles, City of","2020","       6.053315","      22.867045","       3.657025","       0.023976","       0.185137","       5.687254","      22.986379","      61.460131"
"Publicly owned utility","Needles, City of","2021","      18.536554","      23.440371","       3.879389","       0.027218","       0.169685","       3.341439","       6.302360","      55.697016"
"Publicly owned utility","Needles, City of","2022","      23.882528","      16.905386","       2.818113","       0.010747","       0.122194","       4.784336","       7.278061","      55.801365"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2015","       2.287262","     546.157038","      26.803491","     192.432339","      15.249235","     147.427000","       3.324000","     933.680365"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2016","       2.203462","     552.785276","      26.396179","     182.634064","      11.134937","     139.652893","       2.066018","     916.872829"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2017","       2.355621","     558.536037","      27.445659","     168.913864","      11.234732","     144.116379","       2.066018","     914.668310"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2018","       1.846578","     560.462686","      24.936404","     150.186782","       9.914023","     140.637038","       2.066018","     890.049529"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2019","       1.786710","     569.725189","      23.040098","     137.102759","       8.593344","     147.989971","       2.066018","     890.304089"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2020","       1.852347","     522.231292","      19.738304","     118.684706","       7.308635","     155.635547","       0.000000","     825.450831"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2021","       2.078189","     514.610930","      18.425065","     108.207938","       7.069712","     149.653193","       0.000000","     800.045027"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2022","       2.058900","     537.081927","      21.745663","     107.659383","       7.230994","     151.694202","       0.000000","     827.471069"
"Publicly owned utility","Pasadena Water and Power","2015","      15.190782","     701.002552","      28.917753","      19.402544","       4.221369","     324.656000","      13.423000","    1106.814000"
"Publicly owned utility","Pasadena Water and Power","2016","      14.911039","     693.729377","      27.349890","      15.337521","       4.182173","     326.023000","      13.384000","    1094.917000"
"Publicly owned utility","Pasadena Water and Power","2017","      15.803153","     660.542110","      27.715479","      14.481620","       3.855639","     320.280000","      13.368000","    1056.046001"
"Publicly owned utility","Pasadena Water and Power","2018","      15.061750","     642.891716","      29.631295","      14.597430","       4.207809","     320.878000","      13.372000","    1040.640000"
"Publicly owned utility","Pasadena Water and Power","2019","      11.251882","     629.826861","      26.453348","      14.987282","       4.095085","     325.486675","      13.370536","    1025.471669"
"Publicly owned utility","Pasadena Water and Power","2020","      15.845260","     592.700892","      26.899814","      17.735233","       4.451988","     319.436548","      12.273249","     989.342984"
"Publicly owned utility","Pasadena Water and Power","2021","      12.242098","     533.462163","      24.754863","      18.321968","       3.198908","     327.820000","      11.410000","     931.210000"
"Publicly owned utility","Pasadena Water and Power","2022","      10.388282","     634.136277","      24.636122","      16.522745","       2.356574","     350.160000","      11.790000","    1049.990000"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2015","       0.000065","      10.860954","       1.358475","      10.261367","       0.450666","       1.847905","       0.343759","      25.123191"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2016","       0.000069","      10.463347","       1.281308","       6.739430","       0.520736","       1.870547","       0.152782","      21.028219"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2017","       0.000055","      10.262823","       1.388808","       7.702874","       0.395116","       1.959848","       0.309541","      22.019065"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2018","       0.000016","      11.287404","       1.662048","       8.600028","       0.291943","       0.000000","       0.161814","      22.003253"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2019","       0.000018","      10.957337","       2.013676","       7.637636","       0.442617","       0.000000","       0.161814","      21.213098"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2020","       0.001056","       8.559577","       1.783107","      10.787909","       0.464288","       2.248008","       0.328257","      24.172202"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2021","       0.000996","       8.697559","       2.089026","      11.816960","       0.170875","       0.563029","       0.323628","      23.662073"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2022","       0.001251","      10.044298","       1.981236","      14.033902","       0.138589","       0.000000","       0.323628","      26.522904"
"Publicly owned utility","Port of Oakland","2015","       0.000000","       9.756203","      35.225813","       4.374111","       0.000000","       0.000000","       0.000000","      49.356127"
"Publicly owned utility","Port of Oakland","2016","       0.000000","       9.638645","      35.447607","       4.303408","       0.000000","       0.000000","       0.000000","      49.389660"
"Publicly owned utility","Port of Oakland","2017","       0.000000","       9.486792","      34.226361","       4.408113","       0.000000","       0.000000","       0.000000","      48.121266"
"Publicly owned utility","Port of Oakland","2018","       0.000000","      10.247917","      40.406137","       3.478326","       0.000000","       0.000000","       0.000000","      54.132380"
"Publicly owned utility","Port of Oakland","2019","       0.000000","      14.991574","      41.856563","       1.633685","       0.000000","       0.000000","       0.000000","      58.481822"
"Publicly owned utility","Port of Oakland","2020","       0.000000","      18.146982","      37.780926","       0.073669","       0.000000","       0.000000","       0.000000","      56.001577"
"Publicly owned utility","Port of Oakland","2021","       0.000000","      16.145706","      85.391327","       0.000000","       0.000000","       0.000000","       0.000000","     101.537033"
"Publicly owned utility","Port of Oakland","2022","       0.000000","      15.410778","      61.715585","       0.000000","       0.003336","       0.000000","       0.000000","      77.129699"
"Publicly owned utility","Port of Stockton","2015","       0.006972","      10.782917","       4.068473","       4.125657","       0.588673","       0.000000","       0.000000","      19.572692"
"Publicly owned utility","Port of Stockton","2016","       0.001425","       9.668995","       4.050416","       6.112224","       0.776709","       0.000000","       0.000000","      20.609769"
"Publicly owned utility","Port of Stockton","2017","       0.000000","       8.415695","       3.060621","       6.371148","       0.833132","       0.000000","       0.000000","      18.680596"
"Publicly owned utility","Port of Stockton","2018","       0.000000","       9.431442","       4.388496","       5.787252","       0.784171","       0.000000","       0.000000","      20.391361"
"Publicly owned utility","Port of Stockton","2019","       0.000000","       8.396879","       3.477389","       5.407407","       0.720748","       0.000000","       0.000000","      18.002423"
"Publicly owned utility","Port of Stockton","2020","       0.000000","       7.785075","       3.758622","       5.290128","       0.424383","       0.000000","       0.000000","      17.258208"
"Publicly owned utility","Port of Stockton","2021","       0.000000","       9.133612","       3.333532","       5.215509","       0.280866","       0.000000","       0.000000","      17.963519"
"Publicly owned utility","Port of Stockton","2022","       0.000000","       9.414572","       3.881068","       4.064287","       0.333144","       0.000000","       0.000000","      17.693071"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2015","      48.633067","     367.391183","     532.808637","      35.749244","      14.809841","      19.391194","      28.066619","    1046.849785"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2016","      41.140063","     363.791018","     498.656744","      17.394335","      13.215846","      19.284230","      27.701932","     981.184168"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2017","      46.657979","     348.818444","     515.734897","       6.401892","      16.830004","      20.139744","      25.664290","     980.247250"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2018","      44.790508","     374.821415","     510.235715","       8.995992","      15.527374","      18.075961","      21.978555","     994.425520"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2019","      43.146535","     353.573822","     513.648375","       8.092242","      16.938003","      16.528584","      20.920926","     972.848487"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2020","      43.254378","     327.441414","     431.531196","       4.074949","       7.951903","      19.035587","      11.970212","     845.259639"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2021","      41.202705","     318.523947","     487.405399","      11.217032","       0.777904","      32.797552","       2.823335","     894.747874"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2022","      50.752376","     350.143477","     473.742833","      21.980182","       0.596153","      29.599258","       0.674358","     927.488637"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2015","       0.711123","      63.879817","       0.601329","       4.276754","       0.585286","       1.666491","       1.027000","      72.747800"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2016","       0.159105","      63.838797","       0.797476","       5.169086","       0.184643","       1.751275","       1.074628","      72.975010"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2017","       0.001011","      62.463762","       0.721355","       4.220849","       0.306796","       1.800837","       1.100784","      70.615394"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2018","       0.000816","      65.827222","       0.706339","       5.084094","       0.935103","       1.734440","       1.274070","      75.562084"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2019","       0.006448","      65.604828","       0.715609","       6.290235","       1.521974","       2.590463","       1.353342","      78.082899"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2020","       0.030614","      59.371516","       0.708725","       5.615397","       1.465435","       4.496217","       1.360349","      73.048253"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2021","       0.010332","      62.431635","       0.758585","       6.866346","       5.289955","       6.419730","       1.385873","      83.162456"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2022","       0.008604","      65.975107","       0.769623","       8.719602","      14.993642","       8.718856","       2.478930","     101.664364"
"Publicly owned utility","Redding Electric Utility","2015","      13.702080","     339.495286","      28.968774","       9.498173","       3.571687","     354.821000","       3.227640","     753.284640"
"Publicly owned utility","Redding Electric Utility","2016","      12.870875","     332.798921","      30.434521","       9.937084","       3.822599","     359.987000","       0.000000","     749.851000"
"Publicly owned utility","Redding Electric Utility","2017","      13.502395","     325.085156","      29.302660","       9.175994","       3.953794","     364.576000","       0.000000","     745.595999"
"Publicly owned utility","Redding Electric Utility","2018","      13.516281","     324.207432","      28.046840","       9.124740","       3.870708","     366.444000","       0.000000","     745.210001"
"Publicly owned utility","Redding Electric Utility","2019","      12.600705","     311.165688","      28.524882","       9.094414","       3.762311","     353.661000","       0.000000","     718.809000"
"Publicly owned utility","Redding Electric Utility","2020","      19.907202","     293.516543","      27.332572","       8.166916","       3.541767","     354.987000","       0.000000","     707.452000"
"Publicly owned utility","Redding Electric Utility","2021","      25.414666","     300.983598","      26.556567","       7.972316","       3.986506","     387.626231","       0.000000","     752.539884"
"Publicly owned utility","Redding Electric Utility","2022","      23.019065","     302.068746","      26.195487","       7.809006","       4.566753","     368.895818","       0.000000","     732.554875"
"Publicly owned utility","Riverside, City of","2015","      26.371974","    1073.532967","      43.750291","     292.388774","      12.955993","     730.000000","      21.417227","    2200.417226"
"Publicly owned utility","Riverside, City of","2016","      26.739619","    1081.483418","      45.052544","     295.393693","      13.330727","     721.000000","      20.878782","    2203.878783"
"Publicly owned utility","Riverside, City of","2017","      27.809012","    1117.490488","      41.348945","     279.497093","      14.413462","     747.420000","      20.578985","    2248.557985"
"Publicly owned utility","Riverside, City of","2018","      30.192550","    1080.726870","      44.995441","     276.774155","      13.321984","     719.440000","      20.553861","    2186.004861"
"Publicly owned utility","Riverside, City of","2019","      26.834190","    1026.797551","      46.567762","     281.719410","      13.484910","     693.739772","      16.513567","    2105.657162"
"Publicly owned utility","Riverside, City of","2020","      28.292726","     959.788668","      48.115336","     284.864518","      14.388875","     792.706776","      16.518233","    2144.675132"
"Publicly owned utility","Riverside, City of","2021","      29.773685","     978.716408","      50.680828","     279.976366","      16.442752","     758.660693","      16.560965","    2130.811697"
"Publicly owned utility","Riverside, City of","2022","      32.732792","    1015.654282","      56.437070","     286.927970","      19.057533","     795.300569","      15.299542","    2221.409758"
"Publicly owned utility","Roseville Electric","2015","       0.768460","     515.897494","      52.566268","     162.723872","      18.906907","     432.499000","       1.672362","    1185.034363"
"Publicly owned utility","Roseville Electric","2016","       0.699993","     503.426284","      52.430449","     168.545358","      17.873917","     436.013000","       1.428295","    1180.417296"
"Publicly owned utility","Roseville Electric","2017","       0.657655","     512.859002","      54.833661","     151.311955","      19.741726","     460.830000","       1.341574","    1201.575573"
"Publicly owned utility","Roseville Electric","2018","       0.635336","     496.843844","      55.983865","     143.592897","      19.765726","     438.412681","       1.344257","    1156.578606"
"Publicly owned utility","Roseville Electric","2019","       0.621537","     500.691711","      54.195339","     112.416713","      19.404957","     445.023760","       1.317044","    1133.671061"
"Publicly owned utility","Roseville Electric","2020","       0.727620","     479.777995","      52.429550","     100.465381","      18.577660","     496.829804","       1.310273","    1150.118283"
"Publicly owned utility","Roseville Electric","2021","       0.729056","     492.352478","      47.872187","      96.775516","      18.404580","     490.124880","       1.325594","    1147.584291"
"Publicly owned utility","Roseville Electric","2022","       0.698175","     502.176009","      49.505414","      99.922681","      17.655005","     503.778443","       1.335767","    1175.071494"
"Publicly owned utility","Sacramento Municipal Utility District","2015","     222.326506","    4217.775044","     462.186153","     782.427823","     131.968703","    4642.090056","      64.990525","   10523.764810"
"Publicly owned utility","Sacramento Municipal Utility District","2016","     191.030102","    4211.534153","     457.132632","     769.027330","     134.455798","    4660.880660","      61.419005","   10485.479680"
"Publicly owned utility","Sacramento Municipal Utility District","2017","     195.307602","    4303.076516","     457.070542","     777.296648","     143.363021","    5000.076629","      53.419301","   10929.610259"
"Publicly owned utility","Sacramento Municipal Utility District","2018","     212.618114","    4156.554985","     432.274563","     778.131335","     145.676186","    4519.291612","      52.764469","   10297.311264"
"Publicly owned utility","Sacramento Municipal Utility District","2019","     217.458676","    4128.567202","     442.327326","     775.019109","     142.625990","    4476.434227","      55.133247","   10237.565777"
"Publicly owned utility","Sacramento Municipal Utility District","2020","     277.202003","    3909.696542","     436.697154","     745.388650","     139.418563","    4879.816626","      54.644343","   10442.863881"
"Publicly owned utility","Sacramento Municipal Utility District","2021","     353.606159","    3978.194452","     438.250792","     761.463633","     150.284594","    4747.708673","      54.084468","   10483.592771"
"Publicly owned utility","Sacramento Municipal Utility District","2022","     393.854146","    4096.553178","     425.314656","     759.392212","     161.358745","    4771.820105","      53.384551","   10661.677593"
"Publicly owned utility","Shasta Lake, City of","2015","       0.000000","      11.149578","       0.000000","     140.197207","       0.000000","      38.225201","       0.000000","     189.571986"
"Publicly owned utility","Shasta Lake, City of","2016","       0.000000","      11.102117","       0.000000","     148.335440","       0.000000","      38.830952","       0.000000","     198.268509"
"Publicly owned utility","Shasta Lake, City of","2017","       0.000000","      11.132437","       0.000000","     138.678772","       0.000000","      40.920912","       0.136982","     190.869103"
"Publicly owned utility","Shasta Lake, City of","2018","       0.000000","      10.754636","       0.000000","     147.940633","       0.000000","      37.692341","       0.273632","     196.661242"
"Publicly owned utility","Shasta Lake, City of","2019","       0.000000","      10.015089","       0.000000","     145.304373","       0.000000","      38.698007","       0.268674","     194.286143"
"Publicly owned utility","Shasta Lake, City of","2020","       0.000000","      11.549346","       0.000000","     155.319968","       0.000000","      41.684138","       0.268893","     208.822345"
"Publicly owned utility","Shasta Lake, City of","2021","       0.000000","      12.293201","       0.000000","     160.880191","       0.000000","      42.606359","       0.254663","     216.034414"
"Publicly owned utility","Shasta Lake, City of","2022","       0.000000","      11.644978","       0.000000","     162.475640","       0.000000","      41.570562","       0.254957","     215.946137"
"Publicly owned utility","Silicon Valley Power","2015","       0.038285","    1953.598835","      44.626990","     986.774366","      20.211606","     228.383844","       6.500000","    3240.133926"
"Publicly owned utility","Silicon Valley Power","2016","       0.033698","    2216.687935","      42.339863","     911.665314","      19.140059","     222.210597","       4.300000","    3416.377466"
"Publicly owned utility","Silicon Valley Power","2017","       0.031284","    2332.188338","      40.999795","     896.162717","      18.758382","     235.643830","       4.300000","    3528.084346"
"Publicly owned utility","Silicon Valley Power","2018","       0.030331","    2393.155910","      41.521403","     862.568677","      24.743631","     226.010342","       3.500000","    3551.530294"
"Publicly owned utility","Silicon Valley Power","2019","       0.083601","    2437.064303","      43.797109","     821.661590","      35.633730","     234.487717","       3.000000","    3575.728050"
"Publicly owned utility","Silicon Valley Power","2020","       0.095615","    2547.243723","      44.246832","     816.725934","      46.500311","     264.731493","       3.000000","    3722.543908"
"Publicly owned utility","Silicon Valley Power","2021","       0.090859","    2835.038815","      42.403007","     835.539711","      73.543567","     241.902173","       4.386010","    4032.904142"
"Publicly owned utility","Silicon Valley Power","2022","       0.088635","    3164.387843","      39.096636","     852.062292","      96.724224","     261.797930","       4.386010","    4418.543570"
"Publicly owned utility","Truckee-Donner Public Utility District","2015","       6.450162","      58.716341","       0.471581","       0.000000","       0.000000","      74.805449","       0.062139","     140.505672"
"Publicly owned utility","Truckee-Donner Public Utility District","2016","       7.156740","      64.271980","       0.474862","       0.000000","       0.000000","      91.344055","       0.062139","     163.309776"
"Publicly owned utility","Truckee-Donner Public Utility District","2017","       6.863246","      62.191247","       0.491987","       0.000000","       0.000000","      87.015973","       0.062139","     156.624592"
"Publicly owned utility","Truckee-Donner Public Utility District","2018","       7.166173","      61.962147","       0.498887","       0.000000","       0.000000","      82.316629","       0.062139","     152.005975"
